Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Middle East & North Africa (excluding high income),MNA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.0596499489276,87.6674312277665,89.0947257941586,90.3296213790205,91.3826663967463,92.2654090203318,92.9878359380744,93.6177848582754,94.0537377898639,94.4452656151801,94.6820858810242,94.8807268120767,95.0605707069378,95.1847455253151,95.2768783549297,95.2999560330693,95.366510868964,95.3805055565036,95.3640050152392,95.371341823187,95.3332635803609,95.2706965729225,..
Middle East & North Africa (IDA & IBRD countries),TMN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.0596499489276,87.6674312277665,89.0947257941586,90.3296213790205,91.3826663967463,92.2654090203318,92.9878359380744,93.6177848582754,94.0537377898639,94.4452656151801,94.6820858810242,94.8807268120767,95.0605707069378,95.1847455253151,95.2768783549297,95.2999560330693,95.3665108689639,95.3805055565036,95.3640050152392,95.371341823187,95.3332635803609,95.2706965729225,..
Middle income,MIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.400495666661,41.3056111144202,42.3426196317421,43.3270648254504,44.3907441663533,45.4394426216344,46.6325457062096,48.0522938404621,49.3489386948706,50.8822470518116,52.3372495119666,54.0801803476023,55.7064630999786,57.4574153223768,59.2456431388205,61.0442017372429,62.9068356218334,64.7369195937452,66.6472487669535,68.3684335402736,70.1368136411027,71.7734757247868,..
North America,NAC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Not classified,INX,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.2982940317564,97.3987034915937,97.4761477319903,97.560156146956,97.6263551608455,97.6781692083702,97.7231763325258,97.7611456600935,97.8073688174329,97.8188231700278,97.8416658845348,97.8566762730629,97.8598910197657,97.8722170438295,97.8912361293085,97.9166762301731,97.9372606260476,97.9694886162073,97.9757148552935,97.9968055290878,98.0085515682487,98.0273723209312,..
Other small states,OSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.3217910896261,46.9530207452513,47.6143311720028,48.292266893781,49.0170677196273,49.7599961744921,50.7124805161737,51.7489092986282,52.6860387258039,53.4886848356217,54.0792110432608,54.5413600145622,54.9844461839355,55.4877667870412,56.0594390351698,56.626518837521,57.1477798381174,57.5907212703375,57.8510877219765,58.0900319248484,58.1188077166616,58.1007052159917,..
Pacific island small states,PSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.4157202633823,20.569866238283,20.9073459935399,21.1235336615825,21.510348113357,21.9002233981743,22.3401244805732,22.7535183852498,23.3375285253515,23.8596920061033,24.4381403762317,24.9447617050605,25.5159488631389,26.1595359991661,26.7691797058838,27.5483744107367,28.1675168259274,28.8852605984149,29.6669669583535,30.3467653101058,31.0149420547378,31.5645942448869,..
Post-demographic dividend,PST,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.0077035240146,99.0739648111249,99.130455386815,99.1758210496447,99.2359612223686,99.2757198827718,99.3162278327615,99.3522990298525,99.384611409835,99.4153618170244,99.4368450924461,99.4541282603176,99.4777187998926,99.4918329039741,99.5140521708676,99.5280056518028,99.539319542443,99.5480486869453,99.5558439161438,99.5629255553315,99.5695869356842,99.5742907661672,..
Pre-demographic dividend,PRE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.53353703325592,7.94722196101859,8.40735818382102,8.80798238276007,9.24443336944607,9.6929040240061,10.0602983389026,10.3787938015269,10.7765198764822,11.2323445700597,11.6715320649609,12.193269809102,12.7364025557464,13.3669248745461,13.9811988897211,14.6330523689168,15.3537884758251,16.1552310154332,17.0048548759097,17.8730191706838,18.7537954229802,19.5773968712868,..
Small states,SST,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.781715234179,52.4534054137912,53.1431924380962,53.8023117975373,54.5148271224706,55.1968631834871,56.0263037809165,56.8534693097164,57.6517883526957,58.3265435387762,58.8553751477866,59.2471908137064,59.6449793126308,60.0475166294421,60.5035622003941,60.9288168312962,61.3284335195968,61.6582525122022,61.8683473420461,62.0470181957629,62.0431837979767,61.9917437651848,..
South Asia,SAS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.4012081253385,21.339773682672,22.6249570479055,23.6765905528911,24.8676849809839,25.9250465186881,27.1429892594473,28.6664975684757,29.8757348957949,31.383943896214,32.8466711323139,34.9579768148387,36.7584492081672,39.159645502531,41.4860288907528,44.0696872699404,46.8959359414,49.8972974997966,53.2236697899624,56.412308001418,59.7180335483555,62.8927134779183,..
South Asia (IDA & IBRD),TSA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.4012081253385,21.339773682672,22.6249570479055,23.6765905528911,24.8676849809839,25.9250465186881,27.1429892594473,28.6664975684757,29.8757348957949,31.383943896214,32.8466711323139,34.9579768148387,36.7584492081672,39.159645502531,41.4860288907528,44.0696872699404,46.8959359414,49.8972974997966,53.2236697899624,56.412308001418,59.7180335483555,62.8927134779183,..
Sub-Saharan Africa,SSF,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.85860844221542,9.10392959082296,9.42050000110217,9.67310857143996,9.99069701339368,10.3185028052658,10.6677011744553,11.02896483694,11.3967130487243,11.7682934314554,12.1488740183494,12.6009544099662,13.0248633072115,13.5213333289261,14.0625337600376,14.6627931175915,15.307348337008,15.9984513331557,16.7641676823158,17.5626758542238,18.3585624590737,19.1188745978791,..
Sub-Saharan Africa (excluding high income),SSA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.84759064043432,9.09321830279463,9.40978281153253,9.66281914924125,9.98075210779631,10.3088133149634,10.6581107317099,11.0196239870988,11.3874589091045,11.759293120728,12.1399092269346,12.5925024030748,13.0165983136656,13.5131881827646,14.0545339241005,14.6548890188351,15.2996089821178,15.9908831432543,16.7567942387226,17.5554994900965,18.3515796985173,19.112077252087,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.85860844221542,9.10392959082296,9.42050000110217,9.67310857143996,9.99069701339367,10.3185028052658,10.6677011744553,11.02896483694,11.3967130487243,11.7682934314554,12.1488740183494,12.6009544099662,13.0248633072115,13.5213333289261,14.0625337600376,14.6627931175915,15.307348337008,15.9984513331557,16.7641676823158,17.5626758542238,18.3585624590737,19.1188745978791,..
Upper middle income,UMC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.6744357519152,53.753126914746,54.8850747411722,56.0844715560424,57.3381717556354,58.6737886679748,60.1999172001649,61.9912941477645,63.7364838843036,65.7727716119427,67.6777660827275,69.7251421701783,71.6934560471875,73.5174385783687,75.4132447675588,77.1905132669512,78.9066900107436,80.4790731451234,81.9983968621816,83.2101966575653,84.4935598957796,85.6157498861841,..
World,WLD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.0795310806708,49.6803841959554,50.3808733128734,51.0400505777822,51.7694124799642,52.4951953484886,53.3442798081174,54.3748734739651,55.310320894051,56.4135374184426,57.4467001131251,58.6887181574297,59.8438205003862,61.0956074141981,62.3725995629958,63.6628689168884,65.0056677412825,66.3218193816887,67.69651705362,68.9216011858319,70.1848048913929,71.3314869916792,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/19/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
